,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City
2016-10-06,22.1,17.2,28.3,0.0,0.0,68.0,12.8,,1019.4,,ATLANTA GA
2016-10-07,22.3,19.4,26.7,3.3,0.0,45.0,12.1,,1015.5,,ATLANTA GA
2016-10-08,24.8,21.1,28.9,0.0,0.0,340.0,17.0,,1011.8,,ATLANTA GA
2016-10-09,20.2,12.2,27.8,0.0,0.0,346.0,11.1,,1020.2,,ATLANTA GA
2016-10-10,16.7,8.9,26.1,0.0,0.0,81.0,3.2,,1024.9,,ATLANTA GA
2016-10-11,15.8,8.9,24.4,0.0,0.0,92.0,5.0,,1026.3,,ATLANTA GA
2016-10-12,15.4,6.7,25.5,0.0,0.0,,3.0,,1024.0,,ATLANTA GA
2016-10-13,18.5,10.5,28.9,0.0,0.0,,4.0,,1021.4,,ATLANTA GA
2016-10-14,19.6,12.2,27.2,0.0,0.0,87.0,5.6,,1022.7,,ATLANTA GA
2016-10-15,22.0,18.9,26.1,0.0,0.0,96.0,10.7,,1024.1,,ATLANTA GA
2016-10-16,22.1,18.3,28.3,0.0,0.0,121.0,6.4,,1021.5,,ATLANTA GA
2016-10-17,21.0,14.4,28.9,0.0,0.0,,2.7,,1017.5,,ATLANTA GA
2016-10-18,22.0,15.0,30.0,0.0,0.0,,4.1,,1016.8,,ATLANTA GA
2016-10-19,23.9,17.8,32.2,0.0,0.0,210.0,1.9,,1017.4,,ATLANTA GA
2016-10-20,23.2,16.7,31.1,0.0,0.0,234.0,4.7,,1015.3,,ATLANTA GA
2016-10-21,18.9,13.3,23.9,0.0,0.0,315.0,18.5,,1013.1,,ATLANTA GA
2016-10-22,13.6,8.9,20.5,0.0,0.0,319.0,11.4,,1017.9,,ATLANTA GA
2016-10-23,14.1,5.0,25.0,0.0,0.0,,2.7,,1023.4,,ATLANTA GA
2016-10-24,16.4,7.8,27.2,0.0,0.0,304.0,4.3,,1023.3,,ATLANTA GA
2016-10-25,16.5,8.3,26.1,0.0,0.0,71.0,4.9,,1024.3,,ATLANTA GA
2016-10-26,17.1,9.4,25.0,0.0,0.0,111.0,5.4,,1025.8,,ATLANTA GA
2016-10-27,20.1,14.4,27.2,0.0,0.0,192.0,3.9,,1024.4,,ATLANTA GA
2016-10-28,20.2,13.9,29.4,0.0,0.0,,3.7,,1023.2,,ATLANTA GA
2016-10-29,19.3,11.7,30.0,0.0,0.0,,1.4,,1022.8,,ATLANTA GA
2016-10-30,20.0,12.2,30.0,0.0,0.0,,3.8,,1020.5,,ATLANTA GA
2016-10-31,20.2,12.2,30.0,0.0,0.0,,1.7,,1018.9,,ATLANTA GA
2016-11-01,20.0,12.2,28.9,0.0,0.0,115.0,5.2,,1022.1,,ATLANTA GA
2016-11-02,20.1,15.0,26.1,0.0,0.0,97.0,3.9,,1025.9,,ATLANTA GA
2016-11-03,20.8,14.4,28.9,0.0,0.0,,3.9,,1022.7,,ATLANTA GA
2016-11-04,21.8,14.4,27.2,0.0,0.0,344.0,9.0,,1020.0,,ATLANTA GA
2016-11-05,14.9,8.3,23.3,0.0,0.0,87.0,4.2,,1025.5,,ATLANTA GA
2016-11-06,14.2,6.7,23.9,0.0,0.0,,1.5,,1025.9,,ATLANTA GA
2016-11-07,14.2,6.7,23.3,0.0,0.0,91.0,5.9,,1027.1,,ATLANTA GA
2016-11-08,12.9,7.2,20.5,0.0,0.0,117.0,1.9,,1024.8,,ATLANTA GA
2016-11-09,15.2,9.4,21.1,0.0,0.0,312.0,10.4,,1019.7,,ATLANTA GA
2016-11-10,12.6,6.7,22.2,0.0,0.0,,3.7,,1022.0,,ATLANTA GA
2016-11-11,12.8,2.8,21.1,0.0,0.0,315.0,6.9,,1018.5,,ATLANTA GA
2016-11-12,14.4,10.0,18.3,0.0,0.0,70.0,10.6,,1022.4,,ATLANTA GA
2016-11-13,11.7,6.1,14.4,0.0,0.0,,8.2,,1023.5,,ATLANTA GA
2016-11-14,10.5,2.8,20.0,0.0,0.0,305.0,3.7,,1018.5,,ATLANTA GA
2016-11-15,11.8,3.3,21.7,0.0,0.0,298.0,3.2,,1015.2,,ATLANTA GA
2016-11-16,13.2,5.5,23.3,0.0,0.0,310.0,5.0,,1015.7,,ATLANTA GA
2016-11-17,14.1,4.4,26.7,0.0,0.0,,1.7,,1019.4,,ATLANTA GA
2016-11-18,14.8,5.5,26.7,0.0,0.0,,2.6,,1021.4,,ATLANTA GA
2016-11-19,11.7,6.7,15.5,0.0,0.0,290.0,16.1,,1021.7,,ATLANTA GA
2016-11-20,7.9,3.9,13.3,0.0,0.0,309.0,13.2,,1023.6,,ATLANTA GA
2016-11-21,8.8,3.3,16.1,0.0,0.0,322.0,10.1,,1022.0,,ATLANTA GA
2016-11-22,8.9,-0.6,18.9,0.0,0.0,,2.7,,1023.9,,ATLANTA GA
2016-11-23,11.9,2.8,21.7,0.0,0.0,127.0,4.2,,1023.4,,ATLANTA GA
2016-11-24,16.8,11.1,24.4,0.0,0.0,,3.7,,1022.2,,ATLANTA GA
2016-11-25,15.0,9.4,22.8,0.0,0.0,,8.5,,1023.2,,ATLANTA GA
2016-11-26,9.9,5.0,16.1,0.0,0.0,327.0,10.6,,1024.3,,ATLANTA GA
2016-11-27,8.5,-1.1,16.7,0.0,0.0,98.0,5.3,,1023.0,,ATLANTA GA
2016-11-28,15.7,10.0,21.1,0.0,0.0,118.0,16.7,,1014.5,,ATLANTA GA
2016-11-29,18.6,13.3,21.1,58.9,0.0,184.0,8.5,,,,ATLANTA GA
2016-11-30,19.8,13.3,23.3,16.8,0.0,203.0,13.3,,,,ATLANTA GA
2016-12-01,9.9,5.5,15.0,0.0,0.0,287.0,9.3,,1016.3,,ATLANTA GA
2016-12-02,8.3,2.2,16.1,0.0,0.0,323.0,6.1,,1023.0,,ATLANTA GA
2016-12-03,9.0,5.0,14.4,2.3,0.0,355.0,3.2,,1024.1,,ATLANTA GA
2016-12-04,8.6,7.8,9.4,20.3,0.0,87.0,12.6,,,,ATLANTA GA
2016-12-05,14.0,7.8,20.5,23.9,0.0,,6.6,,1014.9,,ATLANTA GA
2016-12-06,12.8,11.4,14.7,4.3,0.0,,9.1,,,,ATLANTA GA
2016-12-07,11.7,7.2,17.2,0.0,0.0,287.0,10.3,,1017.0,,ATLANTA GA
2016-12-08,7.0,3.3,8.3,0.0,0.0,311.0,13.1,,1024.2,,ATLANTA GA
2016-12-09,2.2,-1.7,6.7,0.0,0.0,315.0,12.6,,1031.3,,ATLANTA GA
2016-12-10,2.7,-3.3,10.5,0.0,0.0,,1.4,,1032.4,,ATLANTA GA
2016-12-11,4.2,-2.2,10.5,0.0,0.0,97.0,5.6,,1027.5,,ATLANTA GA
2016-12-12,11.7,6.7,17.8,0.0,0.0,,6.2,,1018.5,,ATLANTA GA
2016-12-13,10.7,6.7,12.2,1.5,0.0,,4.5,,,,ATLANTA GA
2016-12-14,10.2,6.7,15.0,0.0,0.0,310.0,8.2,,1018.6,,ATLANTA GA
2016-12-15,3.6,0.0,6.1,0.0,0.0,318.0,14.4,,1024.3,,ATLANTA GA
2016-12-16,3.3,-2.2,9.4,0.0,0.0,86.0,9.7,,1025.8,,ATLANTA GA
2016-12-17,7.4,3.1,13.1,0.0,0.0,128.0,5.5,,1019.6,,ATLANTA GA
2016-12-18,13.1,1.7,21.7,3.6,0.0,267.0,16.1,,1020.3,,ATLANTA GA
2016-12-19,3.7,0.5,7.2,0.0,0.0,327.0,10.1,,1032.2,,ATLANTA GA
2016-12-20,6.8,2.8,11.1,0.0,0.0,14.0,4.3,,1031.0,,ATLANTA GA
2016-12-21,8.3,0.0,17.2,0.0,0.0,,1.9,,1025.2,,ATLANTA GA
2016-12-22,13.3,9.4,18.9,0.0,0.0,290.0,8.1,,1023.4,,ATLANTA GA
2016-12-23,11.2,3.3,17.8,0.0,0.0,95.0,8.4,,1027.2,,ATLANTA GA
2016-12-24,14.5,8.9,22.2,0.0,0.0,,4.1,,1025.4,,ATLANTA GA
2016-12-25,16.7,8.9,24.4,0.0,0.0,,3.6,,1026.9,,ATLANTA GA
2016-12-26,16.2,14.4,18.3,0.0,0.0,98.0,9.4,,1029.5,,ATLANTA GA
2016-12-27,17.7,13.9,23.3,0.0,0.0,,7.9,,1023.0,,ATLANTA GA
2016-12-28,13.8,8.3,19.4,0.0,0.0,,2.6,,1020.0,,ATLANTA GA
2016-12-29,14.5,8.3,19.4,16.3,0.0,287.0,21.6,,1016.2,,ATLANTA GA
2016-12-30,6.9,3.3,11.7,0.0,0.0,296.0,13.3,,1023.3,,ATLANTA GA
2016-12-31,5.1,0.6,8.9,3.8,0.0,,8.3,,1022.2,,ATLANTA GA
2017-01-01,9.2,6.7,11.1,21.3,0.0,104.0,8.5,,1020.2,,ATLANTA GA
2017-01-02,12.7,11.1,14.4,57.4,0.0,,7.3,,,,ATLANTA GA
2017-01-03,16.0,13.9,18.9,4.3,0.0,233.0,7.6,,1010.7,,ATLANTA GA
2017-01-04,10.4,5.0,13.3,0.0,0.0,305.0,13.5,,1012.8,,ATLANTA GA
2017-01-05,6.7,-0.6,13.3,0.0,0.0,,5.3,,1013.6,,ATLANTA GA
2017-01-06,2.9,0.5,7.8,11.9,0.0,313.0,12.8,,1016.2,,ATLANTA GA
2017-01-07,-2.6,-5.0,0.0,0.3,0.0,315.0,16.8,,1026.7,,ATLANTA GA
2017-01-08,-3.3,-8.3,1.7,0.0,0.0,328.0,10.3,,1038.5,,ATLANTA GA
2017-01-09,1.8,-2.8,8.3,0.0,0.0,124.0,5.0,,1037.4,,ATLANTA GA
2017-01-10,8.2,-0.6,15.5,0.0,0.0,138.0,9.9,,1029.7,,ATLANTA GA
2017-01-11,15.9,11.7,20.5,0.0,0.0,184.0,8.2,,1024.9,,ATLANTA GA
2017-01-12,16.3,8.9,23.9,0.0,0.0,191.0,6.9,,1026.6,,ATLANTA GA
2017-01-13,15.9,9.4,23.9,0.0,0.0,,1.7,,1030.9,,ATLANTA GA
2017-01-14,15.9,9.4,24.4,0.0,0.0,,2.0,,1030.0,,ATLANTA GA
2017-01-15,15.0,8.3,23.9,0.0,0.0,,1.2,,1025.6,,ATLANTA GA
2017-01-16,14.8,8.3,22.2,0.0,0.0,,3.8,,1024.3,,ATLANTA GA
2017-01-17,18.2,11.7,25.0,0.0,0.0,187.0,7.0,,1021.7,,ATLANTA GA
2017-01-18,18.5,15.5,22.2,0.0,0.0,275.0,9.2,,1019.2,,ATLANTA GA
2017-01-19,17.4,11.1,23.9,6.9,0.0,,4.7,,1014.9,,ATLANTA GA
2017-01-20,19.5,15.0,23.9,1.8,0.0,213.0,9.8,,1009.9,,ATLANTA GA
2017-01-21,15.9,13.9,18.3,11.6,0.0,,4.1,,1006.9,,ATLANTA GA
2017-01-22,15.2,11.7,17.8,16.5,0.0,147.0,12.7,,,,ATLANTA GA
2017-01-23,11.9,10.0,14.4,7.6,0.0,291.0,19.2,,995.6,,ATLANTA GA
2017-01-24,11.2,6.7,17.2,0.0,0.0,310.0,11.8,,1010.0,,ATLANTA GA
2017-01-25,12.4,2.8,22.2,0.0,0.0,229.0,5.9,,1011.3,,ATLANTA GA
2017-01-26,13.2,7.5,18.6,4.8,0.0,275.0,21.1,,1012.2,,ATLANTA GA
2017-01-27,5.4,2.5,8.6,0.0,0.0,288.0,15.9,,1018.3,,ATLANTA GA
2017-01-28,6.3,1.4,12.5,0.0,0.0,264.0,15.5,,1017.6,,ATLANTA GA
2017-01-29,6.6,0.8,11.4,0.0,0.0,261.0,15.2,,1014.7,,ATLANTA GA
2017-01-30,6.8,0.8,13.6,0.0,0.0,272.0,12.9,,1019.1,,ATLANTA GA
2017-01-31,13.8,6.1,23.9,0.0,0.0,230.0,14.0,,1017.4,,ATLANTA GA
2017-02-01,15.9,10.3,21.4,0.0,0.0,250.0,13.7,,1018.7,,ATLANTA GA
2017-02-02,14.0,10.3,20.8,0.8,0.0,280.0,10.0,,1021.4,,ATLANTA GA
2017-02-03,9.3,3.6,13.6,0.0,0.0,303.0,15.5,,1023.5,,ATLANTA GA
2017-02-04,4.4,-1.4,9.7,0.0,0.0,79.0,7.2,,1029.0,,ATLANTA GA
2017-02-05,7.7,3.1,12.5,2.0,0.0,237.0,6.4,,1023.2,,ATLANTA GA
2017-02-06,12.2,6.4,18.6,0.0,0.0,,3.4,,1021.1,,ATLANTA GA
2017-02-07,14.3,9.4,19.4,16.0,0.0,197.0,6.1,,1013.3,,ATLANTA GA
2017-02-08,16.1,13.9,20.0,1.5,0.0,,7.8,,1008.3,,ATLANTA GA
2017-02-09,8.9,3.9,18.3,1.8,0.0,312.0,23.2,,1019.5,,ATLANTA GA
2017-02-10,8.4,-0.6,18.3,0.0,0.0,227.0,5.4,,1027.7,,ATLANTA GA
2017-02-11,14.2,4.4,21.7,0.0,0.0,217.0,7.7,,1021.8,,ATLANTA GA
2017-02-12,20.5,17.2,23.9,0.3,0.0,240.0,13.8,,1018.0,,ATLANTA GA
2017-02-13,13.2,7.2,18.9,0.0,0.0,311.0,10.3,,1020.4,,ATLANTA GA
2017-02-14,11.7,1.1,21.7,0.0,0.0,,2.4,,1013.8,,ATLANTA GA
2017-02-15,12.1,8.3,16.1,4.8,0.0,,16.4,,1006.5,,ATLANTA GA
2017-02-16,8.8,3.3,15.5,0.0,0.0,306.0,10.9,,1015.9,,ATLANTA GA
2017-02-17,11.6,1.1,21.7,0.0,0.0,258.0,6.3,,1016.6,,ATLANTA GA
2017-02-18,12.2,8.9,16.7,1.5,0.0,,3.3,,1014.7,,ATLANTA GA
2017-02-19,15.8,11.1,21.1,0.0,0.0,,6.9,,1017.7,,ATLANTA GA
2017-02-20,15.1,5.5,24.4,0.0,0.0,103.0,3.4,,1020.6,,ATLANTA GA
2017-02-21,16.4,11.7,21.7,5.6,0.0,98.0,6.6,,1017.2,,ATLANTA GA
2017-02-22,17.8,16.1,20.5,5.6,0.0,55.0,10.6,,1011.5,,ATLANTA GA
2017-02-23,17.8,11.1,25.0,0.0,0.0,102.0,6.6,,1011.0,,ATLANTA GA
2017-02-24,18.7,10.5,26.7,0.0,0.0,153.0,6.1,,1010.1,,ATLANTA GA
2017-02-25,16.1,8.9,19.4,0.0,0.0,272.0,17.8,,1011.1,,ATLANTA GA
2017-02-26,9.2,2.2,17.2,0.0,0.0,,4.6,,1021.9,,ATLANTA GA
2017-02-27,10.0,3.9,14.4,1.5,0.0,97.0,5.0,,1024.7,,ATLANTA GA
2017-02-28,16.4,10.0,22.2,0.0,0.0,127.0,6.7,,1023.4,,ATLANTA GA
2017-03-01,20.8,15.0,26.7,13.5,0.0,222.0,15.3,,,,ATLANTA GA
2017-03-02,11.1,6.7,16.7,0.0,0.0,324.0,16.2,,1022.7,,ATLANTA GA
2017-03-03,8.3,1.7,15.0,0.0,0.0,312.0,10.0,,1031.9,,ATLANTA GA
2017-03-04,8.7,0.0,18.9,0.0,0.0,,2.8,,1034.4,,ATLANTA GA
2017-03-05,12.5,2.2,21.1,0.0,0.0,,6.0,,1031.1,,ATLANTA GA
2017-03-06,18.3,14.4,22.8,0.0,0.0,140.0,13.5,,1027.4,,ATLANTA GA
2017-03-07,17.6,15.0,21.7,13.2,0.0,179.0,14.6,,1023.8,,ATLANTA GA
2017-03-08,15.8,9.4,21.1,0.6,0.0,326.0,10.9,,1025.0,,ATLANTA GA
2017-03-09,14.5,3.3,25.5,0.0,0.0,270.0,4.7,,1022.9,,ATLANTA GA
2017-03-10,16.1,10.5,22.2,7.7,0.0,299.0,15.8,,1018.6,,ATLANTA GA
2017-03-11,9.1,4.4,15.0,4.8,0.0,314.0,6.8,,1023.9,,ATLANTA GA
2017-03-12,6.6,4.3,8.7,4.8,0.0,,15.1,,,,ATLANTA GA
2017-03-13,5.2,3.3,6.7,4.8,0.0,70.0,13.8,,1020.3,,ATLANTA GA
2017-03-14,5.5,1.7,7.8,0.8,0.0,309.0,18.6,,1015.7,,ATLANTA GA
2017-03-15,2.4,-1.1,6.7,0.0,0.0,310.0,17.7,,1024.9,,ATLANTA GA
2017-03-16,4.8,-1.7,12.8,0.0,0.0,312.0,8.1,,1028.1,,ATLANTA GA
2017-03-17,10.5,0.5,21.7,0.0,0.0,,4.2,,1027.1,,ATLANTA GA
2017-03-18,17.8,13.3,22.8,5.1,0.0,252.0,14.2,,1021.1,,ATLANTA GA
2017-03-19,12.5,6.7,17.8,0.0,0.0,316.0,14.2,,1023.0,,ATLANTA GA
2017-03-20,14.5,3.9,26.1,0.0,0.0,,4.1,,1021.7,,ATLANTA GA
2017-03-21,22.4,15.5,31.1,3.3,0.0,241.0,13.1,,1015.6,,ATLANTA GA
2017-03-22,16.2,12.8,20.0,0.0,0.0,312.0,9.3,,1019.6,,ATLANTA GA
2017-03-23,14.8,8.9,18.9,0.0,0.0,93.0,13.7,,1028.0,,ATLANTA GA
2017-03-24,19.1,14.4,23.9,0.0,0.0,122.0,11.7,,1027.9,,ATLANTA GA
2017-03-25,20.8,15.0,25.0,0.0,0.0,131.0,15.3,,1021.9,,ATLANTA GA
2017-03-26,20.6,13.9,26.7,8.6,0.0,188.0,8.5,,1018.0,,ATLANTA GA
2017-03-27,20.3,13.9,26.1,0.0,0.0,,7.4,,1016.3,,ATLANTA GA
2017-03-28,21.7,17.2,27.8,1.3,0.0,265.0,8.4,,1014.4,,ATLANTA GA
2017-03-29,21.7,13.3,29.4,0.0,0.0,,2.7,,1015.5,,ATLANTA GA
2017-03-30,22.3,16.1,28.9,4.3,0.0,,9.4,,1012.1,,ATLANTA GA
2017-03-31,19.4,16.7,23.9,5.1,0.0,262.0,14.6,,1008.6,,ATLANTA GA
2017-04-01,18.5,11.7,25.5,0.0,0.0,309.0,7.9,,1016.3,,ATLANTA GA
2017-04-02,19.9,9.4,28.9,0.0,0.0,80.0,7.5,,1017.2,,ATLANTA GA
2017-04-03,19.9,16.1,23.3,13.5,0.0,155.0,13.7,,1009.8,,ATLANTA GA
2017-04-04,22.0,17.2,28.9,0.0,0.0,243.0,11.6,,1009.4,,ATLANTA GA
2017-04-05,17.3,13.9,20.0,108.5,0.0,,6.3,,1008.6,,ATLANTA GA
2017-04-06,12.9,11.1,17.2,0.0,0.0,269.0,22.0,,1010.5,,ATLANTA GA
2017-04-07,12.9,8.3,18.9,0.0,0.0,293.0,18.6,,1016.6,,ATLANTA GA
2017-04-08,13.5,4.4,22.2,0.0,0.0,,7.3,,1018.8,,ATLANTA GA
2017-04-09,15.9,4.4,26.1,0.0,0.0,,5.0,,1020.3,,ATLANTA GA
2017-04-10,18.5,8.3,27.8,0.0,0.0,,4.7,,1023.2,,ATLANTA GA
2017-04-11,20.1,12.2,28.3,0.0,0.0,200.0,3.9,,1023.4,,ATLANTA GA
2017-04-12,20.1,15.0,27.2,0.0,0.0,,3.3,,1022.7,,ATLANTA GA
2017-04-13,21.0,13.3,29.4,0.0,0.0,,3.4,,1023.2,,ATLANTA GA
2017-04-14,21.6,14.4,28.9,0.0,0.0,188.0,4.0,,1023.7,,ATLANTA GA
2017-04-15,21.5,15.0,28.3,0.0,0.0,159.0,7.3,,1024.7,,ATLANTA GA
2017-04-16,22.2,15.5,28.3,0.0,0.0,184.0,8.4,,1022.6,,ATLANTA GA
2017-04-17,21.1,15.0,26.7,0.0,0.0,,3.8,,1019.1,,ATLANTA GA
2017-04-18,21.9,16.7,27.2,1.5,0.0,,9.5,,1020.7,,ATLANTA GA
2017-04-19,22.1,18.3,27.2,0.0,0.0,81.0,10.3,,1023.8,,ATLANTA GA
2017-04-20,22.9,18.9,29.4,2.3,0.0,157.0,6.1,,1020.6,,ATLANTA GA
2017-04-21,24.1,18.3,30.5,0.0,0.0,227.0,6.0,,1015.0,,ATLANTA GA
2017-04-22,23.3,17.2,28.9,0.0,0.0,230.0,9.6,,1011.6,,ATLANTA GA
2017-04-23,18.1,14.4,20.0,21.3,0.0,81.0,9.5,,1008.8,,ATLANTA GA
2017-04-24,15.3,12.2,20.0,2.0,0.0,18.0,8.4,,1007.6,,ATLANTA GA
2017-04-25,19.7,15.0,26.1,0.0,0.0,301.0,8.7,,1007.1,,ATLANTA GA
2017-04-26,21.4,12.8,28.9,0.0,0.0,204.0,8.1,,1008.2,,ATLANTA GA
2017-04-27,23.0,19.4,28.3,0.3,0.0,184.0,13.9,,,,ATLANTA GA
2017-04-28,25.0,18.9,30.0,0.0,0.0,191.0,8.9,,1015.3,,ATLANTA GA
2017-04-29,26.6,19.4,32.2,0.0,0.0,160.0,9.3,,1018.1,,ATLANTA GA
2017-04-30,25.4,22.2,30.0,0.0,0.0,160.0,13.8,,1016.8,,ATLANTA GA
2017-05-01,22.4,18.3,25.5,5.8,0.0,209.0,15.2,,1011.9,,ATLANTA GA
2017-05-02,19.2,10.0,27.2,0.0,0.0,281.0,8.8,,1015.5,,ATLANTA GA
2017-05-03,21.2,10.5,29.4,0.0,0.0,,5.4,,1016.0,,ATLANTA GA
2017-05-04,19.8,16.7,24.4,18.3,0.0,166.0,12.6,,1008.0,,ATLANTA GA
2017-05-05,12.2,10.5,15.5,1.0,0.0,239.0,14.1,,1002.3,,ATLANTA GA
2017-05-06,16.0,8.9,23.9,0.0,0.0,284.0,19.6,,1008.0,,ATLANTA GA
2017-05-07,16.6,10.0,22.2,0.0,0.0,308.0,9.3,,1014.9,,ATLANTA GA
2017-05-08,18.2,8.9,26.7,0.0,0.0,302.0,7.3,,1017.8,,ATLANTA GA
2017-05-09,22.6,13.3,30.5,0.0,0.0,277.0,7.7,,1016.8,,ATLANTA GA
2017-05-10,23.9,15.5,31.1,0.0,0.0,281.0,11.0,,1016.6,,ATLANTA GA
2017-05-11,24.8,17.8,30.5,0.0,0.0,266.0,10.0,,1013.9,,ATLANTA GA
2017-05-12,22.7,18.3,28.3,4.1,0.0,,8.0,,1009.4,,ATLANTA GA
2017-05-13,21.8,17.8,26.7,3.8,0.0,,7.5,,1007.7,,ATLANTA GA
2017-05-14,21.6,13.3,30.0,0.0,0.0,,3.3,,1013.8,,ATLANTA GA
2017-05-15,23.8,14.4,31.7,0.0,0.0,,3.1,,1015.2,,ATLANTA GA
2017-05-16,26.0,16.7,33.3,0.0,0.0,,5.7,,1016.6,,ATLANTA GA
2017-05-17,26.0,17.2,32.8,0.0,0.0,164.0,7.8,,1016.9,,ATLANTA GA
2017-05-18,27.1,21.1,32.2,0.0,0.0,171.0,7.2,,1017.6,,ATLANTA GA
2017-05-19,27.7,23.3,32.2,0.0,0.0,,8.2,,1017.4,,ATLANTA GA
2017-05-20,25.2,18.9,31.7,2.5,0.0,140.0,8.1,,1017.8,,ATLANTA GA
2017-05-21,23.8,21.1,28.3,14.5,0.0,273.0,5.8,,1018.3,,ATLANTA GA
2017-05-22,22.7,20.5,27.8,8.6,0.0,,2.8,,1016.1,,ATLANTA GA
2017-05-23,21.9,18.9,25.0,38.9,0.0,205.0,7.7,,1008.4,,ATLANTA GA
2017-05-24,21.6,17.8,27.2,0.0,0.0,,11.9,,1000.9,,ATLANTA GA
2017-05-25,19.1,15.0,23.9,0.5,0.0,265.0,15.5,,1006.7,,ATLANTA GA
2017-05-26,21.9,12.8,30.0,0.0,0.0,257.0,7.4,,1015.2,,ATLANTA GA
2017-05-27,24.5,18.9,30.0,0.0,0.0,233.0,8.1,,1015.5,,ATLANTA GA
2017-05-28,24.6,19.4,30.0,13.0,0.0,,12.0,,1013.4,,ATLANTA GA
2017-05-29,24.2,21.7,29.4,2.8,0.0,265.0,6.0,,1015.7,,ATLANTA GA
2017-05-30,22.0,20.5,25.5,6.4,0.0,,5.0,,1019.0,,ATLANTA GA
2017-05-31,24.1,20.0,28.9,0.0,0.0,273.0,8.2,,1018.8,,ATLANTA GA
2017-06-01,24.5,20.0,30.0,0.0,0.0,,5.3,,1018.2,,ATLANTA GA
2017-06-02,25.9,20.5,31.7,0.0,0.0,,3.2,,1017.1,,ATLANTA GA
2017-06-03,26.2,19.4,32.8,0.0,0.0,,3.2,,1016.2,,ATLANTA GA
2017-06-04,24.4,22.8,27.8,20.8,0.0,,5.2,,1014.2,,ATLANTA GA
2017-06-05,24.6,22.8,29.4,8.6,0.0,227.0,9.9,,1010.4,,ATLANTA GA
2017-06-06,24.4,22.2,27.2,1.8,0.0,,4.7,,1008.0,,ATLANTA GA
2017-06-07,23.8,20.5,28.3,0.5,0.0,,10.8,,1008.3,,ATLANTA GA
2017-06-08,22.9,18.9,27.2,1.0,0.0,,6.4,,1011.3,,ATLANTA GA
2017-06-09,24.0,17.8,30.0,0.0,0.0,,4.7,,1013.4,,ATLANTA GA
2017-06-10,24.5,17.8,30.0,0.0,0.0,185.0,4.1,,1017.6,,ATLANTA GA
2017-06-11,25.3,18.9,31.7,0.0,0.0,146.0,5.8,,1020.6,,ATLANTA GA
2017-06-12,27.0,23.3,31.7,2.8,0.0,,6.3,,1020.2,,ATLANTA GA
2017-06-13,26.8,21.7,31.7,0.0,0.0,,4.2,,1018.3,,ATLANTA GA
2017-06-14,27.1,22.2,32.2,0.3,0.0,,6.3,,1015.9,,ATLANTA GA
2017-06-15,25.9,21.7,33.3,29.2,0.0,291.0,5.3,,1014.4,,ATLANTA GA
2017-06-16,25.2,21.1,31.7,0.0,0.0,294.0,7.4,,1011.9,,ATLANTA GA
2017-06-17,26.9,21.1,33.3,5.5,0.0,,4.6,,1010.6,,ATLANTA GA
2017-06-18,25.5,22.8,28.9,3.8,0.0,,9.2,,1012.9,,ATLANTA GA
2017-06-19,26.1,23.3,31.1,0.0,0.0,242.0,5.9,,1014.5,,ATLANTA GA
2017-06-20,24.3,22.2,27.2,45.2,0.0,223.0,5.8,,1017.3,,ATLANTA GA
2017-06-21,24.3,22.2,27.2,1.0,0.0,,4.1,,1018.5,,ATLANTA GA
2017-06-22,25.1,22.8,29.4,4.1,0.0,127.0,7.2,,1017.6,,ATLANTA GA
2017-06-23,27.3,23.9,32.2,3.3,0.0,195.0,12.2,,1014.3,,ATLANTA GA
2017-06-24,26.2,23.3,30.5,13.0,0.0,246.0,8.9,,1015.0,,ATLANTA GA
2017-06-25,23.5,21.1,27.2,0.0,0.0,310.0,12.4,,1019.4,,ATLANTA GA
2017-06-26,24.2,17.2,30.5,0.0,0.0,,5.9,,1019.5,,ATLANTA GA
2017-06-27,24.8,18.9,30.5,0.0,0.0,336.0,7.5,,1017.6,,ATLANTA GA
2017-06-28,25.3,17.8,32.2,0.0,0.0,93.0,6.3,,1019.1,,ATLANTA GA
2017-06-29,25.7,22.8,30.0,4.7,0.0,124.0,9.7,,1019.8,,ATLANTA GA
2017-06-30,24.6,22.8,27.8,16.0,0.0,196.0,10.4,,,,ATLANTA GA
2017-07-01,25.8,22.8,31.1,0.3,0.0,249.0,9.1,,1018.7,,ATLANTA GA
2017-07-02,26.9,22.2,32.8,0.8,0.0,,6.4,,1018.9,,ATLANTA GA
2017-07-03,26.7,22.8,32.2,2.8,0.0,,9.5,,1017.3,,ATLANTA GA
2017-07-04,25.7,21.7,33.3,16.0,0.0,,5.5,,1018.1,,ATLANTA GA
2017-07-05,27.2,21.7,33.9,0.0,0.0,,6.2,,1018.9,,ATLANTA GA
2017-07-06,27.0,22.8,34.4,1.0,0.0,,5.3,,1019.1,,ATLANTA GA
2017-07-07,27.3,22.8,32.8,21.3,0.0,259.0,8.0,,1017.1,,ATLANTA GA
2017-07-08,27.2,22.8,32.8,1.0,0.0,,9.1,,1014.8,,ATLANTA GA
2017-07-09,27.0,21.1,32.8,0.0,0.0,,6.1,,1016.8,,ATLANTA GA
2017-07-10,27.4,21.7,33.3,0.0,0.0,,4.3,,1017.1,,ATLANTA GA
2017-07-11,26.9,23.9,31.1,2.8,0.0,,6.5,,1018.5,,ATLANTA GA
